0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
33.4,d_19740901,33.4,26.1,14.5,8.8,3.6,0,33.3,22.3,9,4.2,1.2
42,d_19741001,34.4,25,12.1,6.5,2.1,0,23.3,14.2,5.1,2,0.3
39.8,d_19741101,33,23.6,11.4,5.6,1.6,0,27.3,17.8,7.2,3.3,0.6
38.4,d_19741201,34.9,26.2,13.8,7.8,2.6,0,26.6,17.5,7.8,3.8,0.7
36.1,d_19750101,33.7,25.3,12.6,6.9,2,0,30.2,19.9,8,4,0.8
42.2,d_19750201,29,19.7,9.3,5.4,2.2,0,28.7,19.9,10,6,2.4
40.1,d_19750301,19.7,13.1,4.9,2.3,0.5,0,40.1,28.7,14.7,8.4,3.3
38.1,d_19750401,14,8.7,3.7,1.9,0.6,0,48,36,19.7,11.7,4.8
42.9,d_19750501,12.9,6.6,2.1,0.8,0.1,0,44,31.2,14,6.8,2
41.6,d_19750601,7.2,3.2,0.7,0.2,0,0,51.2,32.6,11.3,5.1,1.2
39.4,d_19750701,10.9,4.7,0.6,0.1,0,0,49.8,34.7,14.4,7.3,2.1
33.7,d_19750801,12.6,7.1,1.6,0.3,0,0,53.6,39.1,17.3,9.2,3.5
35.7,d_19750901,11.5,6,1.2,0.3,0,0,52.8,38.2,19.3,11.3,4.3
33.5,d_19751001,16.4,8.9,1.9,0.4,0,0,50.1,39.4,22.3,13.2,5.2
41.4,d_19751101,12.9,5.8,0.8,0.1,0,0,45.5,33.2,16.8,9.7,3.9
43.2,d_19751201,21.5,11.2,2.3,0.6,0.1,0,35.3,24.5,11.4,6.4,2.8
38.8,d_19760101,29.4,19.2,8,4.5,2.2,0,31.8,22.6,10.7,6.3,2.1
41.8,d_19760201,29.7,18,5.5,2.6,0.9,0,28.4,19.8,9.7,5.8,2
35.6,d_19760301,37.4,25.2,10.7,5.7,2.2,0,27.1,19.1,9.2,5.3,2
38.8,d_19760401,36.7,24.1,8,3.7,1.2,0,24.6,16.3,7.6,4.4,1.9
46,d_19760501,34,22.1,7.7,3.7,1.5,0,20,12.4,5.3,2.7,0.9
43.5,d_19760601,37.8,24.3,9.5,5.3,2.1,0,18.8,11.7,4.9,2.4,0.7
45.3,d_19760701,35.6,23.4,10,5.7,3.1,0,18.8,10.6,4.1,2.6,1.1
38.4,d_19760801,45,31.6,15,9.1,4.5,0,16.6,9.8,4.4,2.7,1.6
40.8,d_19760901,39.5,27.6,14.5,9.3,4.5,0,19.7,11.7,3.9,2.3,1.1
41.3,d_19761001,35.1,24.2,12.5,8.4,5,0,23.7,15.6,7.8,4.6,1.8
33.1,d_19761101,46.3,34.5,19.6,13.1,7.4,0,20.5,13.7,6.1,3.4,1.2
27,d_19761201,54.5,43.8,28.4,21.3,14.6,0,18.5,12.7,5.8,3.3,1.5
26.9,d_19770101,55.6,47.3,34.7,27.7,19.6,0,17.4,11.6,5.2,3.1,1
25.9,d_19770201,61.8,52.9,38.9,31.5,22.9,0,12.3,7.6,2.6,1.4,0.4
26.7,d_19770301,59.7,49.8,34.4,26.7,18.4,0,13.7,8.9,3.4,1.9,0.6
27.6,d_19770401,59.2,51.3,37.2,29.5,19.9,0,13.2,7.7,1.7,0.5,0
32.3,d_19770501,52.6,44.3,29.6,22.1,14.3,0,15,8.1,2.9,1.4,0.3
35.8,d_19770601,54.9,44.3,29.2,22.5,16,0,9.3,4.8,1.5,0.6,0.1
32.8,d_19770701,59.9,47.1,28.9,20.7,13.2,0,7.5,3.6,1,0.5,0.2
49.2,d_19770801,32.4,24.8,14.9,10.4,5.2,3.5,14.8,9.4,3.6,1.8,0.7
42.1,d_19770901,30.8,19.2,7.5,3.1,0.8,0,26.9,17.3,6.6,3.1,1
40.1,d_19771001,28.6,16.8,5.3,2.2,0.6,0,31.4,21.7,8.6,4,1
41.8,d_19771101,17.3,8.8,2.1,0.8,0.2,0,40.9,29.6,14,7.7,2.6
39.4,d_19771201,16.3,8.8,2.5,0.8,0.1,0,44.3,31,11.5,5.1,1.4
30.6,d_19780101,12.3,8.3,4,2.4,1,0,57.1,43.5,20.7,10.3,3.1
31.2,d_19780201,12.1,7.5,2.9,1.2,0.2,0,56.5,41.4,19.4,11.2,4.1
27.5,d_19780301,12.5,8.5,3.8,2,0.6,0,60.1,46.8,23.3,13.4,5.7
24.2,d_19780401,15.6,11.1,5,2.4,0.8,0,60.2,49.1,31.1,20.3,10
28.2,d_19780501,13.7,9.2,3.1,1,0.2,0,58.2,45.7,26.3,16.7,7.6
42.1,d_19780601,12.9,7.1,2.1,0.5,0,0,45.1,32.8,16.7,9.5,3.5
39,d_19780701,14.8,7.9,1.9,0.4,0.1,0,46.3,34.5,17.7,9.9,4
38.7,d_19780801,18.3,10.4,3.2,1.2,0.2,0,43.1,31.7,16.4,9.2,3.7
39.3,d_19780901,21.1,12,2.8,0.9,0.2,0,39.7,29.6,15.5,9.1,4
38.1,d_19781001,34.1,23,9.5,4.3,1,0,28,19.6,9.4,5.8,2.3
42.2,d_19781101,26.7,16,4.6,1.8,0.2,0,30.9,22,10.7,6,2
43.3,d_19781201,23.9,13.6,3.7,1.1,0.1,0,32.8,22.3,10.1,5.2,1.6
40.4,d_19790101,19,11.2,3,1,0.1,0,40.6,29,13.9,7.8,2.5
43.2,d_19790201,20.1,11.2,2.4,0.6,0.1,0,36.7,24.8,10.3,4.8,1
40.2,d_19790301,14.8,7.8,1.6,0.4,0.1,0,45,31.7,14.9,7.4,2
37.8,d_19790401,12.9,7.2,1.7,0.6,0.1,0,49.2,35.6,15.9,7.8,1.8
35.5,d_19790501,14,8.7,3.6,1.8,0.6,0,50.6,35.8,17.4,9.6,2.5
37.4,d_19790601,18.3,11.8,5.1,2.9,1.1,0,44.2,31.9,16.5,9.8,3.3
31.7,d_19790701,11.9,6.9,2.4,1.2,0.4,0,56.2,44.1,23.9,14.3,4.8
33.5,d_19790801,10.5,5.9,2,0.8,0.2,0,56.1,43,22.4,13,4.5
36.6,d_19790901,17.2,10.4,3.7,1.5,0.2,0,46.2,35.1,20.8,13.7,6.4
38.8,d_19791001,20.7,12.4,4.5,2.1,0.4,0,40.4,28,13.2,7.3,2.7
38.5,d_19791101,22.6,14.6,6.4,3.8,1.3,0,38.9,27.1,12.5,7.7,3.2
38.4,d_19791201,30.2,21.4,9.8,5.3,1.7,0,31.5,20.7,9.3,5.3,2.1
44.4,d_19800101,21.7,14.2,6.2,3.5,1.4,0,33.9,20.5,6.8,2.9,0.6
44.9,d_19800201,23.8,15.2,6.3,3.4,1.5,0,31.4,20,6.8,2.8,0.7
37,d_19800301,20.2,12.4,4.2,2.1,0.9,0,42.7,29.8,12.2,5.6,1.5
32,d_19800401,27.7,20.2,10.7,6.6,3.1,0,40.4,27.1,9.8,4.5,1.1
27.7,d_19800501,31.6,24.7,15.2,10.5,5.7,0,40.6,29.3,12.3,6.1,1.5
35.5,d_19800601,30.6,21.7,10.6,6.5,2.8,0,34,24.3,10.4,4.6,0.9
31.4,d_19800701,38.8,29.2,16.7,10.5,4.7,0,29.7,20.8,9.7,5,1
32.5,d_19800801,37.7,27.5,13.1,7,2,0,30,21.3,9.1,4.5,1
31.2,d_19800901,31.9,23,10.5,5.7,1.7,0,36.9,27.9,15,8.5,2.9
34.7,d_19801001,35.3,23.2,8.1,3.4,0.8,0,29.9,20.4,8.7,3.3,0.6
38.1,d_19801101,38.4,26.5,10.4,4.5,1.3,0,23.4,14.7,5.2,2.3,0.4
30.5,d_19801201,53,40.9,21.4,12,4.4,0,16.6,10.1,2.7,0.8,0.1
25.6,d_19810101,60.2,49.2,30,20.1,9.5,0,14.3,8.3,2.1,0.7,0.1
25,d_19810201,63.2,53.4,34.5,24.3,12.9,0,11.9,6.7,2.2,1,0.3
29.4,d_19810301,58.7,46.5,26.5,16.3,6.9,0,12,7.2,2,0.8,0.3
27.9,d_19810401,56.1,44.1,23.6,13.7,5.3,0,16,11.4,5.7,3.5,1.3
35.4,d_19810501,48.2,33.5,12,5.7,1.6,0,16.3,10.8,5.3,3.3,1.1
40.8,d_19810601,44.9,28.4,9.9,4.4,0.8,0,14.3,7.9,2.4,0.7,0.1
43.3,d_19810701,37.3,24.4,10.5,5.2,1.4,0,19.3,11.4,4.4,1.9,0.3
45.4,d_19810801,29.9,20.2,10,5.3,1.7,0,24.7,15.3,6.2,3.1,0.9
46.1,d_19810901,27.6,17.6,5.4,2.1,0.5,0,26.3,15.5,4.9,2.1,0.3
40.6,d_19811001,14,6.7,1.3,0.5,0.1,0,45.3,30.8,12.1,5.3,1.1
33.7,d_19811101,17.9,11.9,4.3,1.8,0.6,0,48.4,33.5,13.3,5.6,0.8
38.9,d_19811201,16.6,9.2,2.7,0.9,0.2,0,44.6,31.2,13.6,6.9,1.9
38.9,d_19820101,10.1,4.7,1.1,0.4,0.1,0,51.2,36.1,16.1,7.5,1.8
41,d_19820201,14.7,6.9,1.2,0.4,0.1,0,44.5,30.8,11.8,4.9,0.8
40.8,d_19820301,14.8,8.1,1.9,0.6,0.1,0,44.5,31,12.2,5.3,1.1
48.2,d_19820401,17.4,9.4,3,1.4,0.5,0,34.6,23,9.6,5,1.1
46.5,d_19820501,13.2,6.7,1.5,0.4,0.1,0,40.3,27.4,10.9,5.1,1.2
45.4,d_19820601,8.9,3.5,0.2,0,0,0,45.6,31.4,13.8,6.8,1.8
41.7,d_19820701,16.4,8.5,1.6,0.4,0,0,41.8,28.6,11.9,5.5,1.1
43.5,d_19820801,12.6,6.2,1.2,0.3,0.1,0,43.9,28.3,10.4,4.3,0.8
40.9,d_19820901,11.6,5.1,0.8,0.2,0,0,47.4,32.5,12.5,5.8,1.2
37.1,d_19821001,17.1,9.3,1.8,0.4,0,0,45.9,32.3,14.7,8,2.8
39.8,d_19821101,11.5,5.4,0.7,0.2,0,0,48.7,35.7,18.2,10.8,5.3
30.5,d_19821201,7.7,3.7,0.6,0.1,0,0,61.8,46.9,23.1,12,4
31.6,d_19830101,7.6,3.8,0.8,0.2,0,0,60.8,46.2,23.2,13,4.8
31,d_19830201,10.1,4.9,0.9,0.1,0,0,58.9,45.7,24.3,14,5.6
25.2,d_19830301,11.3,6.3,2.4,0.9,0.2,0,63.5,53.5,35.7,24.8,12.9
24.6,d_19830401,9.8,4.7,0.4,0,0,0,65.6,54.6,34,23,12.3
25.4,d_19830501,4.9,2,0.3,0.1,0,0,69.8,56.5,33.7,21.7,11.1
25.4,d_19830601,6.3,3.5,1.1,0.4,0.1,0,68.4,54.6,29.2,17.5,8.5
30.7,d_19830701,8.5,4.9,1.5,0.5,0.1,0,60.8,47.4,25.3,14.9,6
32.5,d_19830801,14.8,8.4,2.4,0.7,0.1,0,52.6,41.9,25.5,16.4,6.8
29.4,d_19830901,25.7,17,6.2,2.6,0.6,0,45,36.9,24.1,16,6.1
35.1,d_19831001,16.4,9.4,2.5,0.9,0.1,0,48.5,38.1,24.4,16.5,7.1
30.1,d_19831101,12,7,2.1,0.6,0.1,0,58,46.2,30.8,22.4,12.3
28.5,d_19831201,14.2,8.7,3,1,0.1,0,57.3,46.4,29.5,19.6,9.8
39.5,d_19840101,14.4,8,2.3,0.7,0.1,0,46.1,31.6,14.6,8.7,4.1
43.3,d_19840201,16.8,9.3,2.9,1,0.1,0,39.9,27.1,12.3,7.7,3.9
44.8,d_19840301,14.1,7,1.8,0.5,0,0,41.2,28,13.1,8.4,4.5
33.3,d_19840401,10.8,6.2,1.8,0.8,0.1,0,55.9,41.7,21,11.8,4.9
31.8,d_19840501,12.9,8.1,2.9,1.4,0.5,0,55.5,41.9,22,12.6,5.1
27.7,d_19840601,14.5,10.1,2.9,0.7,0,0,57.8,45,24.7,15.6,7.8
30.9,d_19840701,17.6,12.2,5.7,2.9,0.8,0,51.5,39.6,23.7,16.4,9
36.2,d_19840801,23.5,16.5,8,5.1,1.7,0,40.2,29.8,16.4,9.8,3.8
40.6,d_19840901,30.6,21.6,10.5,6.2,2.3,0,28.9,17.9,5.1,2.1,0.5
36.4,d_19841001,16,10.7,4.4,2.6,0.8,0,47.6,33.4,14.4,6.8,1.9
34.8,d_19841101,13.2,8.2,3.1,1.7,0.5,0,52.1,38.1,18.9,10.7,3.4
35.7,d_19841201,12.9,7.5,2.8,1.4,0.3,0,51.4,38.4,20,11.4,4.2
43.3,d_19850101,18.9,12.1,4.9,2.1,0.4,0,37.9,27.4,14.5,8.7,3.6
38.1,d_19850201,21.8,14.3,5.6,2.7,0.6,0,40,28.7,15.1,8.6,3.2
32.9,d_19850301,26.1,17.8,7.8,4.1,1.6,0,41.1,30.8,15.3,8.5,3.3
30.6,d_19850401,30.3,20.9,12.5,9.9,6.2,0,39.1,29.3,15.8,9.8,4.3
27.4,d_19850501,33.4,23.7,13.2,9,3.3,0,39.2,29.5,14.5,7.8,3
24.3,d_19850601,37.1,27,12.8,6.5,1.9,0,38.7,30.6,15.6,8.8,3.5
26.7,d_19850701,44.7,31.4,12.6,6,1.5,0,28.7,20.2,6.9,2.7,0.8
29.9,d_19850801,44.8,33.8,17.9,10.4,4,0,25.3,16.9,6.8,3.4,0.9
35.5,d_19850901,41.4,28.4,11.5,5.3,1.3,0,23,14.7,5,1.9,0.3
43.3,d_19851001,25.9,14.8,3.8,1.5,0.4,0,30.7,21.3,8.5,3.5,0.5
45.3,d_19851101,11.6,4.9,0.7,0.2,0,0,43,29.2,12.6,5.8,1.2
49.3,d_19851201,15.5,7.1,1.2,0.3,0,0,35.2,22.4,7.4,3,0.5
54.3,d_19860101,14.2,5.7,0.9,0.2,0,0,31.6,18.5,5.3,1.8,0.2
44.6,d_19860201,10.1,4.7,0.9,0.2,0,0,45.3,29.2,10,3.9,0.7
40.8,d_19860301,10.7,5.9,1.8,0.6,0.1,0,48.4,31.9,12.3,5.8,1.7
35.3,d_19860401,14.1,9.2,4.8,3.2,1.4,0,50.5,36.5,18.2,10.9,4.7
36.3,d_19860501,13.6,9.6,5.5,3.6,1.5,0,50.2,34.1,13.4,7,2.5
41.5,d_19860601,15.7,10.4,5.6,3.5,1.6,0,42.9,27.2,9,3.8,1
38.3,d_19860701,22,15.8,10.3,8.1,4.9,0,39.6,26.8,10.2,4.4,1.2
40.2,d_19860801,30.6,22,13.6,10.4,6.5,0,29.3,18.2,5.7,2.3,0.5
29.6,d_19860901,23.2,18.1,11.6,8.5,4.6,0,47.4,35.9,17.8,9.8,3.8
26.1,d_19861001,18.3,12.9,6.3,3.3,1.3,0,55.6,44.8,25.3,14.1,4.3
37.3,d_19861101,14.4,8.1,3.4,1.6,0.6,0,48.3,36.8,21,12,3.8
34.5,d_19861201,18.1,11.4,4.6,2.3,0.5,0,47.3,37.7,22.6,13.3,4.9
35.2,d_19870101,16.4,10.1,4.1,1.8,0.3,0,48.3,37,19.7,12.1,5.3
30.7,d_19870201,17.4,11.2,3.5,1,0.1,0,51.9,40,22.3,14.2,6.9
32.8,d_19870301,13.9,7.2,1.3,0.2,0,0,53.4,42.2,25.4,16,7
33.8,d_19870401,21.4,13,4,1.4,0.1,0,44.6,33.3,18.2,11.6,5.3
33.9,d_19870501,19.8,12.4,3.3,0.8,0,0,46.1,36,20.5,13.6,6.3
28.4,d_19870601,35,26.5,13.2,7.3,3.4,0,36.6,28.7,16.6,10.7,4.4
37.5,d_19870701,30,20.7,8.2,4.5,2.2,0,32.5,22.3,9.3,4.4,1
36.4,d_19870801,34.6,23.5,9.1,4.3,1.2,0,29,19.5,8.2,4.2,1.3
43,d_19870901,31.1,19.8,7.8,3.6,1.1,0,25.9,14.7,3.8,1.3,0.2
43.5,d_19871001,36.8,24.7,11.4,5.9,1.8,0,19.6,10.4,2.2,0.6,0.1
43.2,d_19871101,34.5,24.1,12,6.5,2,0,22.4,12.6,3.4,1.1,0.2
43.7,d_19871201,31.6,22,9.7,5.1,1.5,0,24.7,13.1,2.6,0.7,0.2
44.3,d_19880101,25.7,15.7,5.6,2.5,0.7,0,30.1,17.7,5.1,1.7,0.3
45.7,d_19880201,34.3,22.9,9.2,4.4,1.5,0,19.8,9.2,1.4,0.3,0
40.5,d_19880301,39.3,27.1,11.1,5.6,1.8,0,20.4,10.5,2.3,0.7,0.1
33.6,d_19880401,46.8,34.6,15.4,7.7,2.1,0,19.6,11.4,2.4,0.6,0.1
31.9,d_19880501,54.5,43,21.2,10.9,3.4,0,13.6,7.5,1.4,0.4,0
25.5,d_19880601,61.9,51.1,30.7,20.8,10.8,0,12.6,7.6,2.1,0.8,0.1
33.2,d_19880701,51.9,41.5,25.6,16.3,7.5,0,14.9,7.8,1.6,0.2,0
31.6,d_19880801,55.5,43.7,26.2,17.2,8.4,0,12.8,7.5,2.3,1,0.2
28.4,d_19880901,59.1,47,26.4,16.4,8.3,0,12.6,7.6,2.1,1,0.3
26.8,d_19881001,63.8,51.2,30.7,21.8,12.2,0,9.4,5.4,1.6,0.8,0.2
39.7,d_19881101,46.6,33.5,17.1,10.9,5.7,0,13.6,6.7,1.5,0.6,0.1
39.8,d_19881201,47,34.2,17.5,10.9,5.6,0,13.1,6.1,1.3,0.5,0.1
39.6,d_19890101,51.1,35.9,16.7,9.8,4,0,9.2,4.1,1,0.3,0
34.4,d_19890201,51.2,36.9,16.9,8.9,3.1,0,14.5,9.4,3.7,1.9,0.6
42.1,d_19890301,36.1,22.8,8.2,3.7,0.9,0,21.7,14.1,6.4,3.8,1.8
42.5,d_19890401,38.4,25.6,10.2,5.7,2.4,0,19.1,12,4.7,2.5,0.8
38.8,d_19890501,38.5,26.2,10.2,5,2.2,0,22.7,14.6,5.9,2.6,0.5
35.5,d_19890601,39.8,29.3,12.2,6.3,2.4,0,24.7,17.9,9.3,5,1.5
37.9,d_19890701,34.3,22.9,7.5,3.2,1.2,0,27.8,19.8,11.1,7,2.7
38.2,d_19890801,36.4,23.6,9,4.5,1.5,0,25.3,18.4,9.6,5.3,1.6
35.6,d_19890901,32.8,22,9.1,4.7,1.6,0,31.7,24.1,13.4,8.6,3.8
32.3,d_19891001,34.5,24.5,12.2,7,2.5,0,33.2,24.6,13.2,8.2,4.1
30.3,d_19891101,37.8,27.7,15,9,3.5,0,31.9,24,12,6.9,3.1
25.6,d_19891201,50.2,39.4,22.5,14.5,6,0,24.2,18.2,9.1,5,1.6
27.1,d_19900101,43.8,33,15.3,7.9,2.6,0,29,22.7,12.7,7.9,3.4
29.2,d_19900201,41.7,31.5,14.6,7.6,2.1,0,29.2,21.8,11.8,7.6,4.4
36.4,d_19900301,38.5,28,11.2,4.6,1.1,0,25,16.5,7.1,4.1,1.4
41.4,d_19900401,33.2,22.4,8,3.1,0.6,0,25.4,15.9,5.9,2.6,0.5
37.3,d_19900501,31.7,19.9,7.1,3.5,0.7,0,31.1,19.6,7.8,3.9,1.1
42.2,d_19900601,33.5,21.4,7.3,3,0.7,0,24.3,14.5,4.5,1.6,0.3
40.3,d_19900701,29.2,17.8,5.3,2.3,0.5,0,30.5,19.5,7.3,3.2,0.8
39.8,d_19900801,24.3,14.3,3.5,1.1,0.2,0,35.9,24.3,10.4,5.4,1.7
39.3,d_19900901,19.2,11.6,4.8,2.7,1.1,0,41.4,29.6,13.7,6.9,2.1
38.4,d_19901001,20.3,11.6,3.7,1.9,0.5,0,41.2,30.7,15,7.7,2
37.6,d_19901101,24.6,16,5.8,2.8,1.1,0,37.8,27,12,5.3,1.2
32.8,d_19901201,28,19.6,8.4,4.2,1.5,0,39.1,29.8,15.9,8.8,2.8
32.6,d_19910101,29.1,20.7,9.1,4.1,0.8,0,38.5,28.9,14.9,8.3,3.2
33.6,d_19910201,35.4,27.6,15.7,10,4.6,0,31,20.9,8.7,4.1,1.1
33.7,d_19910301,28.3,19.4,8.2,4.4,1.7,0,37.8,27.4,13.4,6.5,1.7
35.6,d_19910401,25,14.7,3.8,1.2,0.1,0,39.3,28.7,15.1,8.5,3
40.2,d_19910501,16.1,8.8,1.8,0.5,0,0,43.6,31.4,16,9.6,4
40,d_19910601,14.3,7.3,1.4,0.3,0,0,45.9,33.4,18.1,11.3,4.9
42.6,d_19910701,16.2,8.2,1.4,0.3,0,0,41.2,29.2,14.3,8.4,3.5
41.9,d_19910801,16.5,8.3,1.6,0.4,0,0,41.8,29.9,15.1,9.5,5
37.1,d_19910901,19.6,12.6,5.3,2.8,0.9,0,43.3,30.6,16,10.3,4.7
36.1,d_19911001,17,11.5,5.3,3,1.2,0,46.7,32.2,12.6,6.6,2.6
31.2,d_19911101,12.3,7.7,3.5,2.1,0.9,0,56.5,42,17.6,8.5,2.8
36.3,d_19911201,17.9,10.7,4,2.1,0.7,0,45.7,34.6,18.6,10.8,3.5
40.3,d_19920101,21.2,13.3,5.1,2.8,1.1,0,38.5,28.2,14.9,9.2,3.8
38.4,d_19920201,28.6,18,6.9,3.6,1,0,33.1,23.9,14,9.9,4.9
34.4,d_19920301,29.2,20.4,9,4.3,1,0,36.3,27.5,16.2,10.7,5.3
34.6,d_19920401,31.2,21.3,8,3,0.6,0,34.3,25.7,14,8.2,2.7
33.5,d_19920501,36.9,25.8,12.6,6.7,2,0,29.5,24.1,15.3,10.2,5.3
35.7,d_19920601,33.7,22.3,8.2,3.8,0.9,0,30.5,23.3,14.3,9.3,4
36.6,d_19920701,24.6,15,5.5,2.5,0.6,0,38.8,30.2,18.1,11.8,5.7
34.4,d_19920801,26.4,18.2,9.1,5.3,1.9,0,39.3,29.6,18.2,12.6,6.4
40.2,d_19920901,25.9,16.3,7.1,4.1,1.5,0,33.9,22.3,8.8,4,0.9
46.1,d_19921001,24.5,14.1,4.2,1.6,0.3,0,29.5,17.9,6.6,3.6,1.3
47.7,d_19921101,17.4,9,2.1,0.5,0.1,0,35,20.8,7,2.8,0.6
50.5,d_19921201,12.7,5.3,1.2,0.5,0.1,0,36.9,21.7,7.6,3,0.6
39,d_19930101,8.5,3.9,1.2,0.6,0.1,0,52.5,37.8,18.2,10.3,4.5
32.7,d_19930201,7.7,3.9,1.4,0.7,0.2,0,59.7,46.6,26.5,16.2,7.1
32.1,d_19930301,9.5,4.5,1.2,0.4,0,0,58.4,46.1,27.4,17.4,7.4
32.9,d_19930401,12,5.3,1,0.2,0,0,54.9,42.2,21.8,11.8,3.5
32.7,d_19930501,15.3,7.4,0.9,0.1,0,0,52,39.4,20.7,11.8,3.7
27.9,d_19930601,9.9,4.4,0.5,0.1,0,0,62.2,49.2,26,15.5,6.7
26.4,d_19930701,7.4,3,0.2,0,0,0,66.2,54.5,36,26,15.1
24.4,d_19930801,13.6,7,1.3,0.3,0,0,61.8,53.2,36.3,25.9,14.7
29.8,d_19930901,12.1,5.6,0.9,0.2,0,0,58,48,29.6,20.2,10.5
36.3,d_19931001,13.6,7.1,1.5,0.4,0.1,0,50.2,37.4,20.9,13.7,7.4
38.4,d_19931101,17.4,9.7,2.1,0.8,0.2,0,44.2,34,20,13.3,6.9
36.9,d_19931201,24.6,15.9,5.4,2.4,0.7,0,38.5,30,19,13.1,6.4
36.8,d_19940101,28.4,17.5,5.5,2.4,0.7,0,34.9,27.6,18.4,13.1,6.5
35.7,d_19940201,27.1,16.9,5.1,1.6,0.2,0,37.2,29.8,20.7,15.8,9.2
32.3,d_19940301,32.8,23,9.6,4.5,0.7,0,34.9,26.8,16.1,11,5.7
41,d_19940401,30.3,20,9.1,4.9,1.1,0,28.6,19.9,9.9,6.3,3
39.5,d_19940501,38.7,26.9,12.6,6.7,1.9,0,21.9,15.3,7.5,4.6,2.1
42.5,d_19940601,37.5,27.1,11.1,4.9,0.7,0,20,12,4.8,2.3,0.9
39.6,d_19940701,38.4,26.9,10.8,4.5,0.7,0,22.1,14.3,5.8,3.2,1.2
36.2,d_19940801,42.2,29.7,10.2,3.4,0.7,0,21.6,14.5,7.2,4.3,2
38.9,d_19940901,39.2,27.2,10.3,4.1,1.1,0,22,14,5.9,3.3,1.1
44.6,d_19941001,30.1,18.4,5.2,1.9,0.2,0,25.5,15.8,6.1,3.2,1.1
47.5,d_19941101,22.4,12.1,2.5,0.7,0.1,0,30,18.7,7,3.6,1
49.5,d_19941201,19.5,8.9,2.1,0.6,0.1,0,30.8,18.2,6.2,2.7,0.7
44.1,d_19950101,18.7,9.6,2.4,1,0.3,0,37.1,25.6,11.2,5.8,1.8
44.3,d_19950201,17.7,9.4,3,1.6,0.6,0,38,24.6,9.4,5,2.1
37.6,d_19950301,16.4,9.2,2.5,1.2,0.6,0,45.9,31.8,14.3,7.4,2.3
32.3,d_19950401,17.9,11.1,3.1,1.1,0.2,0,49.9,36.5,15.9,7.6,1.9
23.8,d_19950501,13.9,9.2,2.8,1.2,0.4,0,62.3,51.9,30.2,18.1,7.1
22.8,d_19950601,12.2,8.5,4.7,3.1,1.4,0,64.9,54.8,35.9,23.4,9.8
28.2,d_19950701,13.7,8.6,3.1,1.5,0.4,0,58.2,47.7,29.2,17.3,6.7
30,d_19950801,14.9,10.3,5.1,3.2,1.4,0,55.2,42.9,22.9,12.9,3.8
32.8,d_19950901,14.8,9.4,5.1,3.2,1.3,0,52.3,40.5,22.9,13.7,5.8
36.1,d_19951001,14.9,8.4,2.1,0.6,0.2,0,49.1,35.8,16.2,8.2,2.3
34.2,d_19951101,12.7,7,2,0.7,0.2,0,53.1,40.4,20.4,10.5,3.1
38,d_19951201,15.7,9.3,3.9,2,0.7,0,46.4,33.6,15.8,7.7,2
33,d_19960101,17.3,11.9,6.3,4.1,2.2,0,49.9,38,18.8,9.1,2.6
30.1,d_19960201,30.8,21.9,10.5,5.8,2.4,0,39.1,28.8,13.9,7.5,2.6
28.4,d_19960301,36.4,28.3,14.8,8.4,3.4,0,35.3,26.2,13.5,7.3,2.1
30.4,d_19960401,35.9,28.5,16.1,9.8,4.4,0,33.6,24.6,12.1,7,2.1
25.9,d_19960501,33.1,26,15.6,9.9,4.2,0,41,31.8,16.3,8.7,3
27.9,d_19960601,32.2,26,15.8,10.4,4.5,0,39.9,30.4,16.7,10.5,4.3
35.7,d_19960701,29.5,20.6,9.6,5.4,1.7,0,34.6,26,13.2,7.6,2.7
39.1,d_19960801,27,17.8,7.3,3.9,1.6,0,34,23.7,10.3,5.4,1.7
38.3,d_19960901,19.4,11.3,3.3,1.3,0.3,0,42.4,29.6,14,7.7,3.1
43.8,d_19961001,17.2,8.7,2,0.7,0.2,0,39,27.5,11.3,5.6,2
42.6,d_19961101,10.5,5.1,1.2,0.5,0.1,0,46.7,32.9,14.2,6.7,2.2
35.7,d_19961201,10.7,5.6,1.6,0.7,0.1,0,53.5,42.5,26.2,17.1,7.8
30.6,d_19970101,6.9,3.3,0.7,0.3,0.1,0,62.4,49,28.2,17.1,6.8
26.8,d_19970201,8.4,4.6,1.4,0.5,0.1,0,64.8,49.9,24.5,13.5,4
28.5,d_19970301,9.5,5.2,1.4,0.6,0.2,0,62.2,49.6,26.6,14.8,5
28.9,d_19970401,7.4,4,0.7,0.1,0,0,63.7,49.2,25.8,15.4,6.1
30,d_19970501,6.5,3.4,0.6,0.2,0.1,0,63.5,47.7,21.5,11.7,3.9
35.9,d_19970601,8.5,4.3,1.2,0.4,0.1,0,55.6,40.4,19.1,9.8,3.1
34.9,d_19970701,10.2,5.4,1.6,0.7,0.1,0,54.9,39.8,19.1,10.5,3.6
33.7,d_19970801,14.4,8.2,2.5,0.9,0.1,0,51.9,37.7,17.7,9.5,3.5
40.1,d_19970901,15.4,8.1,1.9,0.6,0.1,0,44.7,30.6,13.6,7.5,2.2
37.4,d_19971001,20,12.3,5.3,3.2,1.8,0,42.5,30.4,13,6.5,2.2
42.7,d_19971101,18.4,9.9,2.3,0.7,0.1,0,38.9,25.3,9.2,3.9,1.3
41.1,d_19971201,18.1,9.9,2.7,1.1,0.1,0,40.9,29,12.6,5.8,1.3
43.4,d_19980101,12,5.4,1,0.2,0,0,44.5,29.6,10.5,4.1,0.7
