date,name,lat,lon,wind_speed,category
2014-10-18 00:30:00,GONZALO,32.3,-64.8,95.0,Category 2
2014-10-27 16:00:00,HANNA,14.9,-83.3,35.0,Tropical Storm
2015-05-10 10:00:00,ANA,33.8,-78.8,40.0,Tropical Storm
2015-06-16 16:45:00,BILL,28.2,-96.7,50.0,Tropical Storm
2015-10-01 12:00:00,JOAQUIN,23.1,-73.7,115.0,Category 4
2015-10-02 16:00:00,JOAQUIN,23.6,-74.8,110.0,Category 3
2015-10-02 21:00:00,JOAQUIN,24.1,-74.5,110.0,Category 3
2016-01-15 13:15:00,ALEX,38.7,-27.1,55.0,Tropical Storm
2016-05-29 12:30:00,BONNIE,32.8,-79.8,30.0,Tropical Depression
2016-06-07 02:00:00,COLIN,29.8,-83.6,45.0,Tropical Storm
2016-06-20 22:00:00,DANIELLE,21.2,-97.4,35.0,Tropical Storm
2016-08-04 04:00:00,EARL,17.4,-87.8,75.0,Category 1
2016-08-04 06:00:00,EARL,17.4,-88.3,75.0,Category 1
2016-08-06 02:30:00,EARL,19.0,-96.0,50.0,Tropical Storm
2016-09-02 05:30:00,HERMINE,30.1,-84.1,70.0,Category 1
2016-09-13 06:00:00,JULIA,27.3,-80.2,30.0,Tropical Depression
2016-10-04 11:00:00,MATTHEW,18.3,-74.3,130.0,Category 4
2016-10-05 00:00:00,MATTHEW,20.1,-74.3,115.0,Category 4
2016-10-07 00:00:00,MATTHEW,26.7,-79.0,115.0,Category 4
2016-10-08 15:00:00,MATTHEW,33.0,-79.5,75.0,Category 1
2016-11-24 17:30:00,OTTO,11.0,-83.8,100.0,Category 3
2017-06-20 02:00:00,BRET,10.1,-61.1,45.0,Tropical Storm
2017-06-20 09:00:00,BRET,10.6,-62.6,45.0,Tropical Storm
2017-06-22 07:00:00,CINDY,29.8,-93.7,45.0,Tropical Storm
2017-07-31 14:45:00,EMILY,27.5,-82.7,50.0,Tropical Storm
2017-08-08 03:45:00,FRANKLIN,19.1,-87.6,50.0,Tropical Storm
2017-08-10 05:00:00,FRANKLIN,20.0,-96.6,70.0,Category 1
2017-08-18 10:00:00,HARVEY,13.1,-59.6,40.0,Tropical Storm
2017-08-18 15:00:00,HARVEY,13.2,-61.2,40.0,Tropical Storm
2017-08-26 03:00:00,HARVEY,28.0,-96.9,115.0,Category 4
2017-08-26 06:00:00,HARVEY,28.2,-97.1,105.0,Category 3
2017-08-30 08:00:00,HARVEY,29.8,-93.5,40.0,Tropical Storm
2017-09-06 05:45:00,IRMA,17.7,-61.8,155.0,Category 5
2017-09-06 11:15:00,IRMA,18.1,-63.1,155.0,Category 5
2017-09-06 16:30:00,IRMA,18.5,-64.4,155.0,Category 5
2017-09-08 05:00:00,IRMA,21.5,-73.0,135.0,Category 4
2017-09-09 03:00:00,IRMA,22.3,-77.9,145.0,Category 5
2017-09-09 03:00:00,KATIA,20.6,-97.1,65.0,Category 1
2017-09-10 13:00:00,IRMA,24.7,-81.5,115.0,Category 4
2017-09-10 19:30:00,IRMA,25.9,-81.7,100.0,Category 3
2017-09-19 01:15:00,MARIA,15.4,-61.3,145.0,Category 5
2017-09-20 10:15:00,MARIA,18.0,-65.9,135.0,Category 4
2017-10-05 12:00:00,NATE,13.9,-83.5,35.0,Tropical Storm
2017-10-08 00:00:00,NATE,29.1,-89.2,75.0,Category 1
2017-10-08 05:20:00,NATE,30.4,-89.0,65.0,Category 1
2017-10-16 11:00:00,OPHELIA,51.9,-10.4,65.0,Category 1
2017-10-28 22:00:00,PHILIPPE,22.2,-81.6,35.0,Tropical Storm
2018-05-28 21:00:00,ALBERTO,30.3,-86.0,40.0,Tropical Storm
2018-09-03 11:15:00,GORDON,25.0,-80.5,45.0,Tropical Storm
2018-09-03 13:15:00,GORDON,25.2,-80.9,45.0,Tropical Storm
2018-09-05 03:15:00,GORDON,30.4,-88.5,60.0,Tropical Storm
2018-09-14 11:15:00,FLORENCE,34.2,-77.8,80.0,Category 1
2018-09-28 00:30:00,KIRK,13.8,-60.9,45.0,Tropical Storm
2018-10-10 17:30:00,MICHAEL,30.0,-85.5,140.0,Category 5
2019-07-13 15:00:00,BARRY,29.6,-92.2,65.0,Category 1
2019-08-27 01:30:00,DORIAN,13.1,-59.4,45.0,Tropical Storm
2019-08-27 11:00:00,DORIAN,14.0,-60.9,45.0,Tropical Storm
2019-08-28 15:30:00,DORIAN,17.8,-64.6,65.0,Category 1
2019-08-28 18:00:00,DORIAN,18.4,-65.1,70.0,Category 1
2019-09-01 16:40:00,DORIAN,26.5,-77.0,160.0,Category 5
2019-09-02 02:15:00,DORIAN,26.6,-77.8,155.0,Category 5
2019-09-04 15:30:00,FERNAND,24.2,-97.7,40.0,Tropical Storm
2019-09-06 12:30:00,DORIAN,35.2,-75.6,85.0,Category 2
2019-09-17 17:45:00,IMELDA,28.9,-95.4,40.0,Tropical Storm
2019-09-24 22:00:00,KAREN,18.1,-65.4,40.0,Tropical Storm
2019-09-24 23:00:00,KAREN,18.3,-65.3,40.0,Tropical Storm
2020-05-27 13:30:00,BERTHA,32.9,-79.7,45.0,Tropical Storm
2020-06-03 13:00:00,CRISTOBAL,18.7,-92.1,50.0,Tropical Storm
2020-06-07 22:00:00,CRISTOBAL,29.3,-89.8,45.0,Tropical Storm
2020-07-10 20:00:00,FAY,39.4,-74.4,45.0,Tropical Storm
2020-07-25 15:30:00,GONZALO,10.5,-61.0,30.0,Tropical Depression
2020-07-25 22:00:00,HANNA,26.8,-97.3,80.0,Category 1
2020-07-25 23:15:00,HANNA,26.7,-97.5,80.0,Category 1
2020-07-30 16:15:00,ISAIAS,18.4,-69.3,55.0,Tropical Storm
2020-07-31 09:00:00,ISAIAS,20.9,-73.4,70.0,Category 1
2020-08-01 13:00:00,ISAIAS,24.4,-77.7,70.0,Category 1
2020-08-04 03:10:00,ISAIAS,33.9,-78.5,80.0,Category 1
2020-08-21 20:30:00,LAURA,17.1,-61.8,40.0,Tropical Storm
2020-08-21 23:30:00,LAURA,17.1,-62.6,40.0,Tropical Storm
2020-08-23 04:30:00,LAURA,18.4,-70.0,45.0,Tropical Storm
2020-08-24 02:00:00,LAURA,20.0,-76.6,55.0,Tropical Storm
2020-08-25 00:00:00,LAURA,22.3,-83.3,55.0,Tropical Storm
2020-08-27 06:00:00,LAURA,29.8,-93.3,130.0,Category 4
2020-09-03 06:00:00,NANA,16.8,-88.3,65.0,Category 1
2020-09-12 06:00:00,SALLY,25.6,-80.2,30.0,Tropical Depression
2020-09-14 08:50:00,PAULETTE,32.3,-64.7,85.0,Category 2
2020-09-16 09:45:00,SALLY,30.3,-87.7,95.0,Category 2
2020-09-18 18:40:00,ALPHA,40.0,-8.9,45.0,Tropical Storm
2020-09-22 02:45:00,BETA,28.4,-96.4,45.0,Tropical Storm
2020-10-03 16:45:00,GAMMA,20.2,-87.4,65.0,Category 1
2020-10-06 03:00:00,GAMMA,21.6,-88.4,30.0,Tropical Depression
2020-10-07 10:30:00,DELTA,20.8,-86.9,90.0,Category 2
2020-10-09 23:00:00,DELTA,29.8,-93.1,85.0,Category 2
2020-10-27 03:55:00,ZETA,20.4,-87.4,75.0,Category 1
2020-10-28 21:00:00,ZETA,29.2,-90.6,100.0,Category 3
2020-11-03 21:00:00,ETA,13.8,-83.5,120.0,Category 4
2020-11-08 08:55:00,ETA,21.5,-79.2,55.0,Tropical Storm
2020-11-09 04:00:00,ETA,24.9,-80.7,55.0,Tropical Storm
2020-11-12 09:20:00,ETA,29.2,-82.9,45.0,Tropical Storm
2020-11-17 03:40:00,IOTA,13.6,-83.5,125.0,Category 4
2021-06-19 04:30:00,CLAUDETTE,29.2,-91.0,40.0,Tropical Storm
2021-06-28 23:20:00,DANNY,32.3,-80.5,35.0,Tropical Storm
2021-07-05 18:30:00,ELSA,22.2,-81.6,55.0,Tropical Storm
2021-07-07 14:30:00,ELSA,29.8,-83.5,55.0,Tropical Storm
2021-07-09 15:00:00,ELSA,40.9,-72.3,50.0,Tropical Storm
2021-07-09 16:30:00,ELSA,41.4,-71.7,50.0,Tropical Storm
2021-08-11 17:00:00,FRED,18.4,-70.1,40.0,Tropical Storm
2021-08-16 16:30:00,GRACE,17.7,-71.4,35.0,Tropical Storm
2021-08-16 19:00:00,FRED,29.7,-85.4,55.0,Tropical Storm
2021-08-17 14:00:00,GRACE,18.2,-76.6,50.0,Tropical Storm
2021-08-19 09:45:00,GRACE,20.1,-87.5,75.0,Category 1
2021-08-21 05:30:00,GRACE,20.6,-97.1,105.0,Category 3
2021-08-22 15:20:00,HENRI,41.2,-71.6,55.0,Tropical Storm
2021-08-22 16:15:00,HENRI,41.3,-71.8,55.0,Tropical Storm
2021-08-27 18:00:00,IDA,21.5,-82.6,70.0,Category 1
2021-08-27 23:25:00,IDA,22.4,-83.2,70.0,Category 1
2021-08-29 16:55:00,IDA,29.1,-90.2,130.0,Category 4
2021-09-09 01:15:00,MINDY,29.7,-85.1,50.0,Tropical Storm
2021-09-11 03:30:00,LARRY,47.3,-54.6,70.0,Category 1
2021-09-14 05:30:00,NICHOLAS,28.7,-95.7,65.0,Category 1
2022-07-01 23:30:00,COLIN,32.4,-80.5,35.0,Tropical Storm
2022-07-02 03:00:00,BONNIE,11.0,-83.8,50.0,Tropical Storm
2022-09-16 23:15:00,FIONA,16.4,-61.4,50.0,Tropical Storm
2022-09-18 19:20:00,FIONA,18.0,-67.1,75.0,Category 1
2022-09-19 07:30:00,FIONA,18.4,-68.5,80.0,Category 1
2022-09-20 11:00:00,FIONA,21.4,-71.1,100.0,Category 3
2022-09-24 07:00:00,FIONA,45.2,-61.2,85.0,Category 2
2022-09-25 08:00:00,FIONA,51.3,-58.3,45.0,Tropical Storm
2022-09-27 08:30:00,IAN,22.2,-83.7,110.0,Category 3
2022-09-28 02:00:00,IAN,24.6,-82.9,110.0,Category 3
2022-09-28 19:05:00,IAN,26.7,-82.2,130.0,Category 4
2022-09-28 20:35:00,IAN,26.8,-82.0,125.0,Category 4
2022-09-30 18:05:00,IAN,33.3,-79.2,70.0,Category 1
2022-10-07 03:00:00,JULIA,12.0,-69.8,30.0,Tropical Depression
2022-10-07 08:30:00,JULIA,12.2,-71.2,30.0,Tropical Depression
2022-10-09 07:15:00,JULIA,12.4,-83.6,75.0,Category 1
2022-10-10 11:00:00,JULIA,13.6,-89.7,35.0,Tropical Storm
2022-11-02 21:30:00,LISA,17.4,-88.3,80.0,Category 1
2022-11-09 17:00:00,NICOLE,26.5,-77.1,60.0,Tropical Storm
2022-11-09 23:00:00,NICOLE,26.6,-78.2,65.0,Category 1
2022-11-10 07:45:00,NICOLE,27.6,-80.3,65.0,Category 1
2022-11-10 19:00:00,NICOLE,29.2,-83.0,40.0,Tropical Storm
2022-11-11 00:00:00,NICOLE,30.1,-84.0,35.0,Tropical Storm
