"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-01","2013","01","01","†","-4.5","","-11.0","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-02","2013","01","02","†","-4.0","","-9.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-03","2013","01","03","†","-4.5","","-11.5","","-8.0","","26.0","","0.0","","0.0","","3.8","","3.8","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-04","2013","01","04","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","24","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-05","2013","01","05","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","0.6","","0.6","","23","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-06","2013","01","06","†","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","13.8","","13.8","","24","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-07","2013","01","07","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-08","2013","01","08","†","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","5.4","","5.4","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-09","2013","01","09","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","8.2","","8.2","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-10","2013","01","10","†","-3.5","","-5.0","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-11","2013","01","11","†","-8.0","","-12.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-12","2013","01","12","†","-13.0","","-18.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-13","2013","01","13","†","-10.0","","-16.0","","-13.0","","31.0","","0.0","","0.0","","1.0","","1.0","","34","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-14","2013","01","14","†","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-15","2013","01","15","†","-7.0","","-11.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-16","2013","01","16","†","-5.0","","-9.5","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-17","2013","01","17","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-18","2013","01","18","†","-1.5","","-4.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-19","2013","01","19","†","-4.0","","-5.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-20","2013","01","20","†","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-21","2013","01","21","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2013-01-22","2013","01","22","†","-2.5","","-9.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
