"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-01","2000","01","01","","-2.5","","-7.0","","-4.8","","22.8","","0.0","","0.0","","10.0","E","10.0","E","","M","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-02","2000","01","02","","-3.0","","","Y","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-03","2000","01","03","","-1.0","","-5.5","","-3.3","","21.3","","0.0","","0.0","","7.0","","7.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-04","2000","01","04","","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-05","2000","01","05","","1.0","","-4.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-06","2000","01","06","","3.5","","-4.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-07","2000","01","07","","5.0","","-3.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-08","2000","01","08","","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-09","2000","01","09","","1.5","","-2.5","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-10","2000","01","10","","-3.0","","-7.5","","-5.3","","23.3","","0.0","","0.0","","1.0","","1.0","","15","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-11","2000","01","11","","-4.0","","-9.0","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-12","2000","01","12","","-1.0","","-8.5","","-4.8","","22.8","","0.0","","0.0","","1.0","","1.0","","15","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-13","2000","01","13","","-1.0","","-5.0","","-3.0","","21.0","","0.0","","0.0","","4.0","","4.0","","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-14","2000","01","14","","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","4.0","","4.0","","19","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-15","2000","01","15","","-7.0","","-14.0","","-10.5","","28.5","","0.0","","0.0","","2.0","","2.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-16","2000","01","16","","-5.0","","-9.0","","-7.0","","25.0","","0.0","","0.0","","4.0","","4.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-17","2000","01","17","","3.0","","-7.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-18","2000","01","18","","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-19","2000","01","19","","-9.0","","-14.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-20","2000","01","20","","-8.0","","-12.5","","-10.3","","28.3","","0.0","","0.0","","1.0","","1.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-21","2000","01","21","","-5.0","","-10.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-22","2000","01","22","","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-23","2000","01","23","","-2.0","","-4.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-24","2000","01","24","","-4.0","","-8.5","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-25","2000","01","25","","-3.5","","-4.0","","-3.8","","21.8","","0.0","","0.0","","1.0","","1.0","","21","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2000-01-26","2000","01","26","","-2.5","","-5.0","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
