"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-01","2015","01","01","†","-5.0","","-13.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-02","2015","01","02","†","-5.0","","-7.0","","-6.0","","24.0","","0.0","","0.0","","3.0","","3.0","","9","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-03","2015","01","03","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.8","","0.8","","11","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-04","2015","01","04","†","-7.5","","-13.0","","-10.3","","28.3","","0.0","","0.0","","29.8","","29.8","","11","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-05","2015","01","05","†","-4.5","","-12.5","","-8.5","","26.5","","0.0","","0.0","","10.0","","10.0","","37","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-06","2015","01","06","†","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","T","0.0","","0.0","T","42","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-07","2015","01","07","†","0.0","","-3.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-08","2015","01","08","†","-1.0","","-3.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-09","2015","01","09","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-10","2015","01","10","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-11","2015","01","11","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-12","2015","01","12","†","-0.5","","-2.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-13","2015","01","13","†","-1.0","","-3.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-14","2015","01","14","†","-1.5","","-4.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-15","2015","01","15","†","-1.0","","-4.5","","-2.8","","20.8","","0.0","","0.0","","1.2","","1.2","","28","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-16","2015","01","16","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-17","2015","01","17","†","1.0","","-3.0","","-1.0","","19.0","","0.0","","0.0","","6.0","","6.0","","28","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-18","2015","01","18","†","6.5","","-1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-19","2015","01","19","†","5.0","","2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-20","2015","01","20","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-21","2015","01","21","†","0.0","","-7.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-22","2015","01","22","†","1.5","","-1.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-23","2015","01","23","†","2.0","","0.0","","1.0","","17.0","","0.0","","0.8","","0.0","","0.8","","21","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-24","2015","01","24","†","3.5","","-0.5","","1.5","","16.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-25","2015","01","25","†","6.0","","2.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-26","2015","01","26","†","5.5","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-27","2015","01","27","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2015-01-28","2015","01","28","†","0.0","","-1.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
