"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-01","2004","01","01","","-7.7","","-16.2","","-12.0","","30.0","","0.0","","0.0","","2.6","","1.8","","33","","32","E","37","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-02","2004","01","02","","-16.2","","-22.1","","-19.2","","37.2","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-03","2004","01","03","","-21.6","","-28.6","","-25.1","","43.1","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-04","2004","01","04","","-21.5","","-34.9","","-28.2","","46.2","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-05","2004","01","05","","-22.4","","-35.8","","-29.1","","47.1","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-06","2004","01","06","","-14.7","","-34.3","","-24.5","","42.5","","0.0","","0.0","","5.0","","2.6","","31","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-07","2004","01","07","","-3.9","","-14.7","","-9.3","","27.3","","0.0","","0.0","","4.4","","2.8","","35","","14","E","46","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-08","2004","01","08","","1.2","","-4.1","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","37","","13","E","46","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-09","2004","01","09","","4.4","","-2.1","","1.2","","16.8","","0.0","","0.0","T","0.0","T","0.0","T","37","","13","E","44","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-10","2004","01","10","","5.2","","-3.0","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-11","2004","01","11","","0.7","","-6.5","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","28","","","","<31",""
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-12","2004","01","12","","4.4","","-1.7","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","28","","13","E","43","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-13","2004","01","13","","6.2","","-2.2","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","27","","14","E","43","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-14","2004","01","14","","8.3","","3.0","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","25","","15","E","46","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-15","2004","01","15","","7.8","","-3.1","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","19","","14","E","39","E"
"-122.05","52.18","WILLIAMS LAKE A","1098940","2004-01-16","2004","01","16","","-0.2","","-6.0","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
