Date,Open,High,Low,Close,Adj Close,Volume
2012-07-09,25.980000,25.990000,25.709999,25.709999,23.179506,33600
2012-07-10,25.870001,25.870001,25.235001,25.500000,22.990168,102600
2012-07-11,25.580000,25.705000,25.275000,25.705000,23.174994,180000
2012-07-12,25.565001,25.575001,25.190001,25.465000,22.958622,78600
2012-07-13,25.375000,25.915001,25.205000,25.790001,23.251635,43800
2012-07-16,25.674999,25.750000,25.355000,25.605000,23.084835,49400
2012-07-17,25.570000,25.955000,25.510000,25.635000,23.111883,46600
2012-07-18,25.490000,25.879999,25.340000,25.725000,23.193026,19600
2012-07-19,25.725000,25.725000,25.410000,25.465000,22.958622,52000
2012-07-20,25.520000,26.850000,25.520000,26.750000,24.117153,234800
2012-07-23,26.750000,26.750000,26.105000,26.549999,23.936829,91200
2012-07-24,26.725000,26.725000,26.070000,26.350000,23.756510,63000
2012-07-25,26.360001,26.469999,26.125000,26.350000,23.756510,73800
2012-07-26,26.240000,26.950001,26.240000,26.625000,24.004450,118800
2012-07-27,26.625000,26.750000,26.434999,26.725000,24.094614,337800
2012-07-30,26.674999,26.725000,26.389999,26.625000,24.004450,82400
2012-07-31,26.625000,26.660000,26.400000,26.549999,23.936829,93600
2012-08-01,26.549999,26.549999,26.205000,26.379999,23.783562,46800
2012-08-02,26.315001,26.340000,25.969999,26.030001,23.468012,41200
2012-08-03,26.195000,27.235001,26.105000,27.004999,24.347038,102400
2012-08-07,27.020000,27.115000,26.950001,27.049999,24.387615,216200
2012-08-08,27.045000,27.825001,26.855000,27.575001,24.860945,89400
2012-08-09,27.735001,27.805000,27.600000,27.740000,25.009710,331200
2012-08-10,27.780001,27.860001,27.650000,27.695000,24.969133,12600
2012-08-13,27.695000,28.080000,27.620001,28.025000,25.266647,90000
2012-08-14,28.365000,28.370001,27.650000,27.650000,24.928560,191200
2012-08-15,27.680000,28.120001,27.680000,27.780001,25.045763,435800
2012-08-16,27.889999,28.070000,27.805000,28.070000,25.307226,61400
2012-08-17,28.070000,28.094999,27.750000,27.924999,25.176491,115200
2012-08-20,27.920000,28.075001,27.674999,27.674999,24.951096,105200
2012-08-21,27.705000,28.055000,27.705000,28.055000,25.293705,191600
2012-08-22,27.934999,27.934999,27.745001,27.785000,25.050276,63200
2012-08-23,27.990000,27.990000,27.730000,27.950001,25.199034,28800
2012-08-24,27.889999,27.930000,27.700001,27.700001,24.973640,68000
2012-08-27,27.700001,27.885000,27.700001,27.825001,25.086332,42600
2012-08-28,27.674999,27.885000,27.660000,27.740000,25.009710,61000
2012-08-29,27.844999,27.844999,27.629999,27.740000,25.009710,52400
2012-08-30,27.735001,27.795000,27.695000,27.750000,25.018709,147600
2012-08-31,27.750000,27.895000,27.680000,27.795000,25.059290,278400
2012-09-04,27.750000,27.934999,27.715000,27.875000,25.131413,276600
2012-09-05,27.985001,28.000000,27.850000,27.910000,25.162971,85400
2012-09-06,27.805000,28.410000,27.805000,28.340000,25.550644,238000
2012-09-07,28.340000,28.895000,28.190001,28.270000,25.487535,149200
2012-09-10,28.250000,28.395000,28.080000,28.240000,25.460484,57600
2012-09-11,28.299999,28.370001,28.110001,28.350000,25.559669,375200
2012-09-12,28.350000,28.490000,28.135000,28.344999,25.555159,188600
2012-09-13,28.344999,28.770000,28.270000,28.665001,25.843662,485600
2012-09-14,28.750000,29.150000,28.750000,28.875000,26.032991,786600
2012-09-17,28.875000,29.115000,28.379999,29.000000,26.145687,169600
2012-09-18,29.059999,29.065001,28.379999,28.424999,25.627289,205000
2012-09-19,28.430000,28.549999,28.400000,28.500000,25.694902,140800
2012-09-20,28.219999,28.785000,28.100000,28.785000,26.015749,74400
2012-09-21,28.900000,29.075001,28.719999,29.075001,26.277849,406000
2012-09-24,29.075001,29.150000,28.610001,28.610001,25.857586,308400
2012-09-25,28.639999,28.995001,28.639999,28.725000,25.961515,84200
2012-09-26,28.375000,28.670000,28.165001,28.215000,25.500578,183800
2012-09-27,28.295000,28.295000,28.129999,28.160000,25.450874,58200
2012-09-28,28.219999,28.260000,27.580000,27.969999,25.279154,183400
2012-10-01,27.975000,28.455000,27.975000,28.225000,25.509621,147000
2012-10-02,28.225000,28.395000,28.084999,28.344999,25.618076,148400
2012-10-03,28.344999,28.395000,28.155001,28.235001,25.518661,116400
2012-10-04,28.370001,28.620001,28.350000,28.445000,25.708458,53200
2012-10-05,28.445000,28.625000,28.405001,28.440001,25.703938,96000
2012-10-09,28.540001,28.549999,28.254999,28.254999,25.536734,78000
2012-10-10,28.160000,28.200001,27.695000,28.070000,25.369539,89800
2012-10-11,28.264999,28.355000,27.995001,28.155001,25.446354,33400
2012-10-12,28.020000,28.200001,27.865000,28.105000,25.401169,126000
2012-10-15,28.004999,28.455000,28.004999,28.260000,25.541256,49800
2012-10-16,28.375000,28.975000,28.375000,28.924999,26.142286,332400
2012-10-17,28.910000,30.080000,28.910000,30.000000,27.113859,459200
2012-10-18,29.725000,30.170000,29.725000,30.080000,27.186165,102600
2012-10-19,29.985001,30.500000,29.520000,29.610001,26.761379,102400
2012-10-22,29.600000,30.205000,29.600000,30.000000,27.113859,90800
2012-10-23,29.660000,29.775000,29.264999,29.500000,26.661959,70400
2012-10-24,29.700001,30.065001,29.615000,29.950001,27.068670,185400
2012-10-25,30.120001,30.165001,29.910000,29.950001,27.068670,233000
2012-10-26,29.950001,30.000000,29.500000,29.705000,26.847233,78000
2012-10-29,29.309999,29.750000,29.240000,29.750000,26.887911,59600
2012-10-30,30.000000,30.674999,30.000000,30.090000,27.195202,270000
2012-10-31,30.670000,31.605000,30.100000,30.245001,27.335283,316400
2012-11-01,30.415001,31.620001,30.385000,31.195000,28.193895,377200
2012-11-02,31.355000,31.790001,30.950001,31.500000,28.469553,174600
2012-11-05,31.990000,32.000000,31.379999,31.379999,28.361092,241800
2012-11-06,31.434999,31.735001,31.285000,31.549999,28.514746,158400
2012-11-07,31.525000,32.084999,31.525000,31.950001,28.876257,370600
2012-11-08,32.084999,32.395000,32.049999,32.145000,29.052509,276800
2012-11-09,32.005001,32.525002,32.005001,32.130001,29.038946,261800
2012-11-12,32.349998,32.355000,31.090000,31.635000,28.591562,80800
2012-11-13,31.600000,32.060001,31.600000,31.950001,28.876257,202400
2012-11-14,31.969999,32.154999,31.375000,31.540001,28.505701,257400
2012-11-15,31.200001,31.670000,30.469999,31.350000,28.333981,236000
2012-11-16,31.215000,31.370001,31.100000,31.174999,28.175812,168200
2012-11-19,31.334999,32.424999,31.320000,32.195000,29.097692,162200
2012-11-20,32.290001,32.685001,32.189999,32.509998,29.382381,306800
2012-11-21,32.514999,33.105000,32.455002,32.935001,29.766497,276200
2012-11-22,33.125000,33.200001,32.875000,32.980000,29.807163,38400
2012-11-23,33.119999,33.345001,33.119999,33.264999,30.064749,54000
2012-11-26,33.165001,33.264999,32.630001,32.764999,29.612850,142400
2012-11-27,32.994999,33.185001,32.674999,33.185001,29.992451,304400
2012-11-28,33.134998,33.845001,33.075001,33.645000,30.408192,196600
2012-11-29,33.799999,34.669998,33.619999,34.275002,30.977585,248600
2012-11-30,34.349998,34.834999,34.275002,34.834999,31.483704,245200
2012-12-03,35.185001,35.185001,34.125000,34.375000,31.067959,290600
2012-12-04,34.555000,36.375000,34.555000,35.750000,32.310684,377000
2012-12-05,35.764999,35.785000,35.400002,35.500000,32.084740,180400
2012-12-06,35.500000,35.500000,35.424999,35.474998,32.062138,127200
2012-12-07,35.549999,35.680000,35.445000,35.645000,32.215782,208800
2012-12-10,35.625000,36.349998,35.500000,36.240002,32.753532,366600
2012-12-11,36.375000,36.375000,35.735001,35.779999,32.337791,377400
2012-12-12,35.695000,36.014999,35.665001,35.875000,32.423664,280000
2012-12-13,35.750000,35.855000,34.794998,35.360001,31.958197,331200
2012-12-14,35.490002,35.910000,34.985001,35.320000,31.985371,314600
2012-12-17,35.000000,35.099998,34.549999,35.090000,31.777090,130200
2012-12-18,35.310001,35.904999,35.090000,35.639999,32.275150,286200
2012-12-19,35.799999,35.919998,35.250000,35.799999,32.420052,548200
2012-12-20,35.799999,37.564999,35.750000,37.480000,33.941456,636800
2012-12-21,37.244999,37.615002,36.474998,37.375000,33.846348,467400
2012-12-24,37.369999,37.450001,37.150002,37.224998,33.710518,80600
2012-12-27,37.250000,37.310001,35.700001,35.875000,32.487976,485000
2012-12-28,35.820000,35.865002,35.334999,35.865002,32.478920,394400
2012-12-31,35.910000,35.950001,35.005001,35.025002,31.718224,382400
2013-01-02,36.389999,37.244999,36.250000,37.220001,33.705978,251200
2013-01-03,37.200001,37.200001,36.645000,36.700001,33.235081,150000
2013-01-04,36.700001,37.145000,36.509998,37.145000,33.638062,260800
2013-01-07,37.000000,37.660000,37.000000,37.500000,33.959545,561600
2013-01-08,37.830002,38.750000,37.500000,38.330002,34.711201,406200
2013-01-09,38.494999,38.744999,38.119999,38.250000,34.638756,191400
2013-01-10,38.255001,38.450001,37.849998,38.244999,34.634220,185800
2013-01-11,38.349998,38.349998,37.785000,38.064999,34.471210,129800
2013-01-14,38.099998,38.490002,37.990002,38.305000,34.688538,149200
2013-01-15,38.470001,38.470001,37.445000,37.650002,34.095398,170000
2013-01-16,37.490002,38.465000,37.244999,38.224998,34.616096,191200
2013-01-17,38.610001,39.755001,38.445000,39.220001,35.517159,178800
2013-01-18,39.115002,39.825001,38.830002,39.514999,35.784313,118000
2013-01-21,39.985001,39.985001,39.535000,39.669998,35.924683,74800
2013-01-22,39.930000,41.060001,39.900002,40.900002,37.038559,356000
2013-01-23,41.235001,41.610001,40.759998,40.759998,36.911766,263800
2013-01-24,40.724998,41.000000,40.500000,40.674999,36.834793,397800
2013-01-25,40.689999,41.320000,40.654999,41.139999,37.255894,189400
2013-01-28,40.755001,40.855000,39.250000,39.404999,35.684711,308400
2013-01-29,39.509998,40.500000,39.455002,40.389999,36.576706,239200
2013-01-30,40.375000,40.375000,39.630001,39.779999,36.024288,467800
2013-01-31,39.700001,40.185001,39.415001,40.035000,36.255203,298000
2013-02-01,40.005001,41.494999,39.930000,40.060001,36.277859,334800
2013-02-04,40.044998,41.000000,39.955002,40.580002,36.748772,169200
2013-02-05,40.875000,41.000000,40.665001,40.770000,36.920822,155200
2013-02-06,41.000000,41.450001,40.875000,41.264999,37.369091,237400
2013-02-07,41.424999,41.424999,40.830002,41.005001,37.133636,145800
2013-02-08,40.750000,41.404999,40.685001,41.169998,37.283066,209600
2013-02-11,41.145000,41.505001,40.904999,41.209999,37.319271,98800
2013-02-12,41.375000,41.490002,41.275002,41.320000,37.418892,226400
2013-02-13,41.494999,41.735001,41.355000,41.465000,37.550209,133600
2013-02-14,41.820000,41.820000,41.404999,41.459999,37.545681,148400
2013-02-15,41.000000,41.235001,39.599998,40.820000,36.966103,295800
2013-02-19,40.720001,42.450001,40.720001,42.375000,38.374287,380200
2013-02-20,42.455002,42.500000,41.125000,41.380001,37.473221,351800
2013-02-21,41.250000,42.105000,40.720001,41.724998,37.785667,209400
2013-02-22,41.945000,41.945000,41.150002,41.365002,37.459644,105000
2013-02-25,41.735001,41.735001,40.134998,40.325001,36.517834,105400
2013-02-26,40.325001,40.759998,39.419998,40.470001,36.649143,116800
2013-02-27,40.110001,41.759998,40.110001,41.424999,37.513973,112000
2013-02-28,41.424999,42.500000,41.395000,42.500000,38.487495,265600
2013-03-01,42.494999,42.514999,42.064999,42.500000,38.487495,152600
2013-03-04,42.845001,43.250000,42.365002,42.884998,38.836132,195800
2013-03-05,42.974998,43.435001,42.099998,42.389999,38.387878,255400
2013-03-06,42.845001,42.939999,42.500000,42.814999,38.772762,74400
2013-03-07,43.419998,43.939999,43.205002,43.855000,39.714561,224800
2013-03-08,44.584999,44.599998,44.029999,44.290001,40.108490,108600
2013-03-11,44.660000,44.660000,43.875000,44.195000,40.022465,124200
2013-03-12,44.250000,44.395000,43.500000,43.540001,39.429310,80000
2013-03-13,43.705002,43.849998,43.250000,43.299999,39.211956,99200
2013-03-14,43.005001,44.075001,42.799999,43.689999,39.565147,200800
2013-03-15,43.634998,44.884998,43.474998,44.799999,40.570347,284000
2013-03-18,44.095001,44.314999,43.400002,43.740002,39.610428,262000
2013-03-19,43.695000,44.865002,43.695000,44.735001,40.511482,183000
2013-03-20,44.939999,46.180000,44.900002,45.744999,41.491043,216400
2013-03-21,45.825001,46.435001,45.740002,46.075001,41.790356,283000
2013-03-22,46.130001,47.044998,45.224998,45.465000,41.237091,247400
2013-03-25,45.470001,45.990002,44.455002,44.735001,40.574978,125200
2013-03-26,44.735001,45.305000,43.820000,43.825001,39.749599,177600
2013-03-27,43.790001,44.939999,43.750000,44.665001,40.511463,113000
2013-03-28,44.665001,45.259998,44.584999,45.000000,40.815331,262400
2013-04-01,45.445000,45.599998,44.455002,44.785000,40.620323,98400
2013-04-02,44.830002,45.384998,44.349998,44.439999,40.307396,113600
2013-04-03,44.680000,44.685001,42.660000,42.950001,38.955963,235600
2013-04-04,42.509998,43.375000,41.759998,42.654999,38.688396,277600
2013-04-05,41.994999,42.349998,41.924999,42.134998,38.216751,233600
2013-04-08,42.134998,42.705002,42.005001,42.500000,38.547813,136400
2013-04-09,42.985001,44.000000,42.889999,43.750000,39.681557,354200
2013-04-10,43.900002,44.095001,43.365002,43.645000,39.586319,249600
2013-04-11,43.880001,43.880001,42.785000,42.875000,38.887936,86400
2013-04-12,42.215000,42.695000,41.665001,41.865002,37.971863,136400
2013-04-15,41.740002,41.740002,39.279999,40.049999,36.325642,363800
2013-04-16,40.584999,42.904999,40.500000,42.775002,38.797237,259200
2013-04-17,42.279999,42.514999,41.134998,41.564999,37.699757,135800
2013-04-18,41.395000,42.049999,41.160000,41.755001,37.872082,156200
2013-04-19,41.759998,43.580002,41.470001,43.549999,39.500168,211800
2013-04-22,43.560001,43.575001,42.665001,43.200001,39.182716,165200
2013-04-23,43.645000,44.035000,43.450001,43.730000,39.663422,220400
2013-04-24,43.750000,45.095001,43.750000,44.919998,40.742760,403400
2013-04-25,44.930000,46.590000,44.535000,46.349998,42.039780,657000
2013-04-26,45.994999,47.270000,44.695000,45.599998,41.359543,510800
2013-04-29,45.590000,45.634998,43.615002,44.070000,39.971813,228000
2013-04-30,44.000000,44.720001,43.130001,43.980000,39.890182,182200
2013-05-01,43.435001,44.505001,43.424999,43.834999,39.758667,210400
2013-05-02,43.639999,44.435001,42.919998,43.560001,39.509247,254200
2013-05-03,43.724998,44.125000,42.869999,43.619999,39.563656,226600
2013-05-06,43.535000,43.990002,43.290001,43.310001,39.282486,79000
2013-05-07,42.814999,43.630001,42.485001,42.549999,38.593166,357400
2013-05-08,42.305000,42.599998,42.110001,42.439999,38.493385,280400
2013-05-09,42.215000,42.314999,41.605000,41.750000,37.867561,160400
2013-05-10,41.924999,41.924999,40.869999,41.224998,37.391369,156200
2013-05-13,40.919998,41.215000,40.410000,40.790001,36.996819,294600
2013-05-14,40.404999,40.575001,39.599998,40.060001,36.334709,237400
2013-05-15,39.680000,41.580002,39.680000,41.505001,37.645336,322400
2013-05-16,41.645000,42.404999,41.540001,42.060001,38.148724,341200
2013-05-17,42.240002,42.240002,41.599998,41.990002,38.085239,198000
2013-05-21,42.494999,42.494999,41.040001,41.250000,37.414063,215400
2013-05-22,41.375000,41.375000,39.715000,39.884998,36.175980,257800
2013-05-23,39.430000,39.430000,38.014999,38.099998,34.556976,618800
2013-05-24,37.840000,39.389999,37.790001,38.930000,35.309788,584800
2013-05-27,39.084999,40.875000,39.084999,40.549999,36.779156,248800
2013-05-28,40.500000,40.750000,39.680000,39.950001,36.234947,622600
2013-05-29,39.744999,39.830002,38.310001,38.685001,35.087570,303400
2013-05-30,38.845001,39.334999,38.619999,39.215000,35.568298,534800
2013-05-31,38.834999,39.514999,37.529999,38.505001,34.924320,459400
2013-06-03,39.009998,39.945000,38.500000,39.744999,36.049000,530600
2013-06-04,39.775002,40.810001,39.775002,40.599998,36.824493,306800
2013-06-05,40.455002,40.544998,39.189999,39.549999,35.872135,237000
2013-06-06,39.625000,40.685001,39.615002,40.544998,36.774609,276600
2013-06-07,40.650002,41.250000,40.369999,40.689999,36.906136,225200
2013-06-10,40.924999,42.825001,40.919998,42.790001,38.810844,390400
2013-06-11,42.564999,42.625000,41.615002,41.950001,38.048958,400200
2013-06-12,42.224998,42.224998,40.025002,40.424999,36.665756,360400
2013-06-13,40.105000,41.250000,40.000000,41.150002,37.323349,364000
2013-06-14,41.314999,41.529999,40.365002,40.645000,36.865307,192400
2013-06-17,40.799999,42.910000,40.250000,42.599998,38.638496,354400
2013-06-18,42.849998,43.619999,42.264999,42.294998,38.361881,220600
2013-06-19,42.480000,42.480000,41.174999,41.619999,37.749634,212800
2013-06-20,41.549999,41.709999,40.735001,40.849998,37.113655,392800
2013-06-21,41.314999,41.314999,40.064999,40.605000,36.891075,275600
2013-06-24,40.250000,40.310001,38.709999,39.250000,35.660019,294800
2013-06-25,39.740002,41.000000,39.445000,39.950001,36.295994,242800
2013-06-26,40.255001,40.255001,39.259998,40.000000,36.341412,216000
2013-06-27,40.400002,40.474998,39.924999,39.950001,36.295994,248800
2013-06-28,40.055000,40.705002,39.564999,39.750000,36.114277,197600
2013-07-02,39.700001,39.884998,38.759998,39.555000,35.937119,347200
2013-07-03,39.000000,39.430000,38.895000,38.955002,35.391991,215400
2013-07-04,38.880001,40.070000,38.880001,40.070000,36.405010,60600
2013-07-05,40.165001,41.084999,39.959999,41.035000,37.281742,326400
2013-07-08,41.310001,41.814999,41.005001,41.625000,37.817783,209200
2013-07-09,41.529999,42.099998,40.959999,40.959999,37.213596,233400
2013-07-10,41.000000,41.384998,40.500000,40.685001,36.963764,162000
2013-07-11,41.459999,44.000000,41.215000,43.174999,39.226017,461600
2013-07-12,42.904999,43.625000,42.474998,43.009998,39.076092,119200
2013-07-15,43.000000,43.480000,42.750000,42.880001,38.958000,118200
2013-07-16,43.349998,43.740002,42.500000,43.264999,39.307789,252000
2013-07-17,43.105000,43.500000,43.105000,43.174999,39.226017,136600
2013-07-18,43.959999,45.755001,43.799999,45.174999,41.043068,555000
2013-07-19,45.075001,46.349998,44.615002,45.759998,41.574593,207400
2013-07-22,46.014999,46.099998,44.825001,45.000000,40.884090,188400
2013-07-23,45.270000,45.375000,44.544998,45.250000,41.111210,139200
2013-07-24,45.299999,45.660000,44.724998,44.974998,40.861366,147400
2013-07-25,44.980000,45.514999,44.845001,45.360001,41.211159,231200
2013-07-26,45.244999,46.615002,45.125000,46.424999,42.178764,240000
2013-07-29,46.130001,46.474998,45.904999,46.314999,42.078812,104400
2013-07-30,46.494999,46.669998,45.759998,46.325001,42.087898,384600
2013-07-31,46.500000,46.855000,46.290001,46.810001,42.528538,448800
