"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-01","1988","01","01","","","","","","","","","","","","0.0","","0.0","","0.0","","15","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-02","1988","01","02","","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-03","1988","01","03","","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-04","1988","01","04","","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-05","1988","01","05","","","","","","","","","","","","0.0","","0.0","","0.0","","13","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-06","1988","01","06","","","","","","","","","","","","0.0","","0.0","","0.0","","13","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-07","1988","01","07","","","","","","","","","","","","0.0","","0.0","","0.0","","12","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-08","1988","01","08","","","","","","","","","","","","0.0","","2.0","","2.0","","12","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-09","1988","01","09","","","","","","","","","","","","0.0","","0.0","T","0.0","T","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-10","1988","01","10","","","","","","","","","","","","0.0","","2.0","","2.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-11","1988","01","11","","","","","","","","","","","","0.0","","0.0","","0.0","","16","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-12","1988","01","12","","","","","","","","","","","","0.0","","0.0","","0.0","","15","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-13","1988","01","13","","","","","","","","","","","","0.0","","0.0","","0.0","","15","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-14","1988","01","14","","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-15","1988","01","15","","","","","","","","","","","","0.0","","0.0","","0.0","","12","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-16","1988","01","16","","","","","","","","","","","","0.0","","0.0","","0.0","","11","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","1988-01-17","1988","01","17","","","","","","","","","","","","0.0","","0.0","","0.0","","11","","","","",""
