"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-01","2018","01","01","†","-12.5","","-17.0","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-02","2018","01","02","†","-9.0","","-15.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-03","2018","01","03","†","-9.0","","-12.0","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","27","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-04","2018","01","04","†","-1.0","","-12.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-05","2018","01","05","†","1.5","","-8.5","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-06","2018","01","06","†","2.0","","-1.0","","0.5","","17.5","","0.0","","1.4","","0.6","","2.0","","25","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-07","2018","01","07","†","1.5","","-1.5","","0.0","","18.0","","0.0","","0.0","","4.0","","4.0","","23","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-08","2018","01","08","†","2.0","","0.5","","1.3","","16.7","","0.0","","2.2","","0.0","","2.2","","27","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-09","2018","01","09","†","2.0","","0.0","","1.0","","17.0","","0.0","","0.0","","2.0","","2.0","","25","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2018-01-10","2018","01","10","†","-2.5","","-5.5","","-4.0","","22.0","","0.0","","0.0","","3.6","","3.6","","27","","","","",""
