"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-01","2006","01","01","","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-02","2006","01","02","","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-03","2006","01","03","","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-04","2006","01","04","","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-05","2006","01","05","","7.5","","1.0","","4.3","","13.7","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-06","2006","01","06","","3.5","","1.0","","2.3","","15.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-07","2006","01","07","","2.5","","0.5","","1.5","","16.5","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-08","2006","01","08","","4.5","","-0.5","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-09","2006","01","09","","4.0","","2.0","","3.0","","15.0","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-10","2006","01","10","","4.0","","0.0","","2.0","","16.0","","0.0","","0.0","","7.8","","7.8","","1","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-11","2006","01","11","","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-120.17","50.63","KAMLOOPS PRATT ROAD","116C8P0","2006-01-12","2006","01","12","","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
