"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-127.18","54.82","SMITHERS A","1077500","1984-01-01","1984","01","01","","3.2","","-5.5","","-1.2","","19.2","","0.0","","7.6","","1.6","","8.7","","17","","14","","33","E"
"-127.18","54.82","SMITHERS A","1077500","1984-01-02","1984","01","02","","8.9","","-0.4","","4.3","","13.7","","0.0","","3.7","","0.0","","3.7","","9","","29","","83","E"
"-127.18","54.82","SMITHERS A","1077500","1984-01-03","1984","01","03","","2.9","","-2.4","","0.3","","17.7","","0.0","","1.2","","0.0","T","1.2","","2","","","","<31",""
"-127.18","54.82","SMITHERS A","1077500","1984-01-04","1984","01","04","","6.2","","1.5","","3.9","","14.1","","0.0","","3.6","","0.0","","3.6","","1","","17","","43","E"
"-127.18","54.82","SMITHERS A","1077500","1984-01-05","1984","01","05","","5.2","","-1.6","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-127.18","54.82","SMITHERS A","1077500","1984-01-06","1984","01","06","","0.1","","-2.9","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-127.18","54.82","SMITHERS A","1077500","1984-01-07","1984","01","07","","-2.5","","-5.3","","-3.9","","21.9","","0.0","","0.0","","4.6","","4.4","","0","T","","","<31",""
"-127.18","54.82","SMITHERS A","1077500","1984-01-08","1984","01","08","","-3.9","","-10.5","","-7.2","","25.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-127.18","54.82","SMITHERS A","1077500","1984-01-09","1984","01","09","","-2.9","","-7.1","","-5.0","","23.0","","0.0","","0.0","","4.0","","3.4","","5","","18","","33","E"
"-127.18","54.82","SMITHERS A","1077500","1984-01-10","1984","01","10","","-2.6","","-6.0","","-4.3","","22.3","","0.0","","0.0","","3.6","","3.1","","12","","","","<31",""
