"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-01","2020","01","01","†","11.5","","6.0","","8.8","","9.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-02","2020","01","02","†","7.0","","2.0","","4.5","","13.5","","0.0","","31.8","","0.0","","31.8","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-03","2020","01","03","†","12.0","","2.0","","7.0","","11.0","","0.0","","17.1","","0.0","","17.1","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-04","2020","01","04","†","6.5","","4.5","","5.5","","12.5","","0.0","","12.2","","0.0","","12.2","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-05","2020","01","05","†","5.0","","4.5","","4.8","","13.2","","0.0","","22.0","","0.0","","22.0","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-06","2020","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-07","2020","01","07","†","9.0","","-4.0","","2.5","","15.5","","0.0","","31.5","","0.0","","31.5","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-08","2020","01","08","†","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-09","2020","01","09","†","4.5","","-0.5","","2.0","","16.0","","0.0","","0.0","","3.0","","1.6","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-10","2020","01","10","†","3.5","","0.0","","1.8","","16.2","","0.0","","27.4","","0.0","","27.4","","3","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-11","2020","01","11","†","6.0","","2.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.88","49.28","PORT MOODY GLENAYRE","1106CL2","2020-01-12","2020","01","12","","","","","","","","","","","","","","","","","","","","","","",""
